;Sample No.;V (PbBr2 prec.);c (PbBr2);V (Cs-OA);c (Cs-OA);antisolvent;V (antisolvent);perovskite ?;monodispersity;PLQY;S/P;n_Cs;n_Pb;n_As;Cs_Pb_ratio;AS_Pb_ratio;AS_Cs_ratio;V_total;PL_data;molecule_name;encoding;fwhm;peak_pos
321;284;1000;0.01;100.0;0.04;i-PrOH;4500;1.0;1.0;0.5968;P;4.0;10.0;58860.0;0.4;0.5886;0.1125;5600.0;284.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.14714239423942388;505.0
322;285;1000;0.01;100.0;0.02;i-PrOH;1750;1.0;1.0;0.1211;P;2.0;10.0;22890.0;0.2;0.22890000000000002;0.0875;2850.0;285.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.08824410441044117;458.99999999999994
323;286;1000;0.01;100.0;0.02;i-PrOH;2000;1.0;0.0;0.154;P;2.0;10.0;26160.0;0.2;0.2616;0.1;3100.0;286.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.08969072907290698;460.0
324;287;1000;0.01;100.0;0.02;i-PrOH;2500;1.0;0.0;0.1601;P;2.0;10.0;32700.0;0.2;0.327;0.125;3600.0;287.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1468324032403241;468.0
325;288;1000;0.01;100.0;0.02;i-PrOH;1750;1.0;1.0;0.0;S;2.0;10.0;22890.0;0.2;0.22890000000000002;0.0875;2850.0;288.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.11748658865886563;464.0
326;289;1000;0.01;100.0;0.02;i-PrOH;2000;1.0;1.0;0.0;S;2.0;10.0;26160.0;0.2;0.2616;0.1;3100.0;289.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.11872655265526566;465.00000000000006
327;290;1000;0.01;100.0;0.02;i-PrOH;2500;1.0;1.0;0.0;S;2.0;10.0;32700.0;0.2;0.327;0.125;3600.0;290.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1297828982898288;465.00000000000006
328;291;1000;0.01;100.0;0.02;i-PrOH;3000;1.0;1.0;0.1661;P;2.0;10.0;39240.0;0.2;0.39239999999999997;0.15;4100.0;291.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.12926624662466235;466.0
329;292;1000;0.01;100.0;0.02;i-PrOH;3500;1.0;1.0;0.1832;P;2.0;10.0;45780.0;0.2;0.45780000000000004;0.175;4600.0;292.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.12988622862286237;468.0
330;293;1000;0.01;100.0;0.02;i-PrOH;4000;1.0;1.0;0.1918;P;2.0;10.0;52320.0;0.2;0.5232;0.2;5100.0;293.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.12482304230423047;468.99999999999994
331;294;1000;0.01;100.0;0.02;i-PrOH;4500;1.0;1.0;0.2541;P;2.0;10.0;58860.0;0.2;0.5886;0.225;5600.0;294.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.13908262826282636;471.0
332;295;1000;0.01;100.0;0.02;i-PrOH;5000;1.0;1.0;0.2703;P;2.0;10.0;65400.0;0.2;0.654;0.25;6100.0;295.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.14807236723672323;471.99999999999994
333;296;1000;0.01;50.0;0.02;i-PrOH;250;1.0;1.0;0.1177;P;1.0;10.0;3270.0;0.1;0.0327;0.025;1300.0;296.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.07284788478847881;434.0
334;297;1000;0.01;50.0;0.02;i-PrOH;500;1.0;1.0;0.127;P;1.0;10.0;6540.0;0.1;0.0654;0.05;1550.0;297.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.07450117011701174;433.0
335;298;1000;0.01;50.0;0.02;i-PrOH;750;1.0;1.0;0.1301;P;1.0;10.0;9810.0;0.1;0.09809999999999999;0.075;1800.0;298.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.07419117911791151;431.0
336;299;1000;0.01;75.0;0.02;i-PrOH;1000;1.0;1.0;0.1445;P;1.5;10.0;13080.0;0.15;0.1308;0.06666666666666667;2075.0;299.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.08318091809180883;458.99999999999994
337;300;1500;0.01;150.0;0.02;i-PrOH;250;1.0;1.0;0.1349;P;3.0;15.0;3270.0;0.2;0.0218;0.008333333333333333;1900.0;300.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.07481116111611108;432.0
338;301;1500;0.01;150.0;0.02;i-PrOH;500;1.0;1.0;0.1455;P;3.0;15.0;6540.0;0.2;0.0436;0.016666666666666666;2150.0;301.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.07429450945094507;432.0
339;302;1500;0.01;75.0;0.02;Tol;0;1.0;1.0;0.1377;P;1.5;15.0;0.0;0.1;0.0;0.0;1575.0;302.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.07357119711971194;436.0
340;303;1500;0.01;75.0;0.04;Tol;0;1.0;1.0;0.1551;P;3.0;15.0;0.0;0.2;0.0;0.0;1575.0;303.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.07481116111611197;436.0
341;304;1500;0.01;150.0;0.03;Tol;0;1.0;1.0;0.3074;P;4.5;15.0;0.0;0.3;0.0;0.0;1650.0;304.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.08173429342934302;461.0
342;305;1000;0.01;100.0;0.04;Tol;0;1.0;1.0;0.3154;P;4.0;10.0;0.0;0.4;0.0;0.0;1100.0;305.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.07340617861455456;462.7827454
343;306;1000;0.01;100.0;0.05;Tol;0;1.0;1.0;0.4748;S;5.0;10.0;0.0;0.5;0.0;0.0;1100.0;306.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.1217241696013498;477.1680908000001
344;307;1000;0.01;100.0;0.06;Tol;0;1.0;1.0;0.6356;S;6.0;10.0;0.0;0.6;0.0;0.0;1100.0;307.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.1268944974902273;485.3885803
345;308;1000;0.01;100.0;0.07;Tol;0;1.0;1.0;0.7926;S;7.000000000000001;10.0;0.0;0.7000000000000001;0.0;0.0;1100.0;308.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.10539693638328451;494.7474365
346;309;1000;0.01;100.0;0.08;Tol;0;1.0;1.0;0.8475;S;8.0;10.0;0.0;0.8;0.0;0.0;1100.0;309.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.08163616609032731;505.25439449999993
347;310;1000;0.01;100.0;0.09;Tol;0;1.0;1.0;0.8484;P;9.0;10.0;0.0;0.9;0.0;0.0;1100.0;310.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.0846892259603722;511.9793700999999
348;311;1000;0.01;100.0;0.1;Tol;0;1.0;1.0;0.5293;P;10.0;10.0;0.0;1.0;0.0;0.0;1100.0;311.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.07460085421587648;517.8190918
349;312;4215;0.003;159.0;0.02;i-PrOH;4500;1.0;0.0;0.2543;P;3.18;12.645;58860.0;0.2514827995255042;0.4654804270462634;0.14150943396226415;8874.0;312.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.10457029702970289;461.0
350;313;4215;0.003;159.0;0.02;i-PrOH;4500;1.0;1.0;0.2389;S;3.18;12.645;58860.0;0.2514827995255042;0.4654804270462634;0.14150943396226415;8874.0;313.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.10198703870387016;471.99999999999994
351;314;1000;0.01;100.0;0.02;CyPen;1335;1.0;1.0;0.0;P;2.0;10.0;15072.15;0.2;0.1507215;0.06675;2435.0;314.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.14197587758775887;461.0
352;315;1000;0.005;100.0;0.02;CyPen;1335;1.0;1.0;0.0;P;2.0;5.0;15072.15;0.4;0.301443;0.06675;2435.0;315.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.12544302430243004;490.0
353;316;1000;0.0033;100.0;0.02;CyPen;1335;1.0;1.0;0.0;P;2.0;3.3;15072.15;0.6060606060606061;0.4567318181818181;0.06675;2435.0;316.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1051902790279029;500.00000000000006
356;319;1000;0.0066;100.0;0.02;CyPen;1335;1.0;1.0;0.0;P;2.0;6.6;15072.15;0.30303030303030304;0.22836590909090906;0.06675;2435.0;319.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.13970261026102593;487.0
357;320;1000;0.004;100.0;0.02;CyPen;1335;1.0;1.0;0.0;P;2.0;4.0;15072.15;0.5;0.37680375;0.06675;2435.0;320.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10157371737173726;503.0
358;321;1000;0.0029;100.0;0.02;CyPen;1335;1.0;1.0;0.0;P;2.0;2.9;15072.15;0.6896551724137931;0.5197293103448275;0.06675;2435.0;321.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11149342934293438;504.0
359;322;1000;0.02;100.0;0.02;CyPen;1335;1.0;1.0;0.0;P;2.0;20.0;15072.15;0.1;0.07536075;0.06675;2435.0;322.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.0916540054005397;458.00000000000006
360;323;1000;0.0066;100.0;0.02;CyPen;1500;1.0;1.0;0.0;P;2.0;6.6;16935.0;0.30303030303030304;0.2565909090909091;0.075;2600.0;323.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.13339945994599445;485.99999999999994
361;324;1000;0.0066;100.0;0.02;CyPen;1750;1.0;1.0;0.0;P;2.0;6.6;19757.5;0.30303030303030304;0.29935606060606057;0.0875;2850.0;324.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11521332133213358;495.0
362;325;1000;0.0066;100.0;0.02;CyPen;2000;1.0;1.0;0.0;P;2.0;6.6;22580.0;0.30303030303030304;0.3421212121212121;0.1;3100.0;325.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1056036003600358;496.0
363;326;1500;0.0066;150.0;0.02;CyPen;1125;1.0;1.0;0.0;P;3.0;9.9;12701.249999999998;0.30303030303030304;0.12829545454545455;0.0375;2775.0;326.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.12823294329432944;470.00000000000006
365;328;1000;0.0066;100.0;0.02;CyPen;1250;1.0;1.0;0.0;P;2.0;6.6;14112.499999999998;0.30303030303030304;0.21382575757575756;0.0625;2350.0;328.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10591359135913603;474.0
366;329;750;0.0066;75.0;0.02;CyPen;2000;1.0;1.0;0.0;P;1.5;4.95;22580.0;0.30303030303030304;0.45616161616161616;0.13333333333333333;2825.0;329.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09671719171917204;498.0
367;330;1000;0.0066;100.0;0.02;CyPen;1000;1.0;1.0;0.0;P;2.0;6.6;11290.0;0.30303030303030304;0.17106060606060605;0.05;2100.0;330.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11552331233123292;473.0
368;331;1000;0.0066;100.0;0.02;CyPen;2000;1.0;1.0;0.0;P;2.0;6.6;22580.0;0.30303030303030304;0.3421212121212121;0.1;3100.0;331.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09702718271827182;498.0
369;332;1000;0.01;100.0;0.02;CyPen;1500;1.0;1.0;0.0;P;2.0;10.0;16935.0;0.2;0.16934999999999997;0.075;2600.0;332.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.12637299729972984;482.0
370;333;1000;0.01;100.0;0.02;CyPen;1225;1.0;1.0;0.0;P;2.0;10.0;13830.249999999998;0.2;0.1383025;0.06125;2325.0;333.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.17638487848784878;473.0
371;334;750;0.02;75.0;0.02;CyPen;1840;1.0;1.0;0.0;P;1.5;15.0;20773.6;0.1;0.13849066666666665;0.12266666666666666;2665.0;334.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.12595967596759694;474.0
372;335;1000;0.01;100.0;0.02;CyPen;1225;1.0;1.0;0.1518;P;2.0;10.0;13830.249999999998;0.2;0.1383025;0.06125;2325.0;335.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09475391539153932;458.99999999999994
373;336;4705;0.0063;68.0;0.02;MeOH;1390;1.0;1.0;0.2341;S;1.36;29.6415;34277.4;0.04588161867651772;0.11563989676635797;0.10220588235294116;6163.0;336.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.11273339333933396;471.0
374;337;4705;0.0063;68.0;0.02;MeOH;1390;1.0;1.0;0.1457;P;1.36;29.6415;34277.4;0.04588161867651772;0.11563989676635797;0.10220588235294116;6163.0;337.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.07718775877587758;458.99999999999994
375;338;2250;0.0072;68.0;0.02;CyPen;2520;1.0;1.0;0.3024;S;1.36;16.2;28450.8;0.08395061728395063;0.1756222222222222;0.1852941176470588;4838.0;338.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10488028802880267;482.0
376;339;2250;0.0072;68.0;0.02;CyPen;2520;1.0;1.0;0.2571;P;1.36;16.2;28450.8;0.08395061728395063;0.1756222222222222;0.1852941176470588;4838.0;339.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.08741746174617449;476.0
377;340;2615;0.01;125.0;0.02;EtOH;3610;1.0;1.0;0.2503;P;2.5;26.150000000000002;61839.299999999996;0.09560229445506692;0.23647915869980873;0.1444;6350.0;340.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.13391611161116135;471.0
380;343;4645;0.01;68.0;0.02;MeOH;2660;1.0;0.0;0.2683;P;1.36;46.45;65595.6;0.029278794402583422;0.14121765339074271;0.19558823529411762;7373.0;343.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1713216921692169;476.0
381;j46;750;0.01;25.0;0.02;n-BuOH;1650;;1.0;0.368;P;0.5;7.5;17985.0;0.06666666666666667;0.23979999999999999;0.33;2425.0;j46.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.08183762376237613;458.99999999999994
382;j47;750;0.01;25.0;0.02;n-BuOH;1650;;1.0;0.4088;P;0.5;7.5;17985.0;0.06666666666666667;0.23979999999999999;0.33;2425.0;j47.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.08276759675967593;458.99999999999994
383;j49;2916;0.003998628;364.0;0.02;n-BuOH;3310;;1.0;0.207;P;7.28;11.659999248;36079.0;0.6243568155674378;0.309425405890901;0.045467032967032965;6590.0;j49.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.08679747974797491;511.0
384;j50;1500;0.01;100.0;0.02;n-BuOH;3300;;1.0;0.0967;P;2.0;15.0;35970.0;0.13333333333333333;0.23979999999999999;0.165;4900.0;j50.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0880374437443745;456.99999999999994
385;j51;2150;0.01;40.0;0.02;EtOH;3940;;1.0;0.356;P;0.8;21.5;67492.2;0.037209302325581395;0.3139172093023256;0.4925;6130.0;j51.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.14641908190819075;480.0
386;j52;2387;0.037012987;68.0;0.02;n-BuOH;4435;;0.0;0.2;P;1.36;88.349999969;48341.5;0.015393322020115372;0.054715902679074065;0.32610294117647054;6890.0;j52.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.07677443744374424;432.0
387;j53;150;0.05;100.0;0.02;n-BuOH;3300;;1.0;0.257;P;2.0;7.5;35970.0;0.26666666666666666;0.47959999999999997;0.165;3550.0;j53.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.12430639063906401;509.0
388;j54;675;0.023703704;169.0;0.02;EtOH;4435;;1.0;0.3437;P;3.38;16.0000002;75971.54999999999;0.21124999735937505;0.4748221815647227;0.13121301775147928;5279.0;j54.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.13453609360936092;510.0
389;j55;150;0.025;25.0;0.02;n-BuOH;1650;;0.0;0.2547;P;0.5;3.75;17985.0;0.13333333333333333;0.47959999999999997;0.33;1825.0;j55.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1746282628262823;479.0
390;j56;300;0.05;50.0;0.02;n-BuOH;3300;;1.0;0.1423;P;1.0;15.0;35970.0;0.06666666666666667;0.23979999999999999;0.33;3650.0;j56.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.11263006300630085;458.99999999999994
391;344;1500;0.01;150.0;0.025;Tol;0;1.0;1.0;0.3272;S;3.75;15.0;0.0;0.25;0.0;0.0;1650.0;344.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.1172799279927994;453.0
392;345;1500;0.01;150.0;0.025;Tol;0;1.0;1.0;0.3272;P;3.75;15.0;0.0;0.25;0.0;0.0;1650.0;345.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.10570693069306936;456.0
393;346;1500;0.01;150.0;0.045;Tol;0;1.0;1.0;0.4061;S;6.75;15.0;0.0;0.45;0.0;0.0;1650.0;346.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.1250297029702967;462.0
394;347;1500;0.01;150.0;0.045;Tol;0;1.0;1.0;0.3744;P;6.75;15.0;0.0;0.45;0.0;0.0;1650.0;347.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.07274455445544525;462.0
395;348;2590;0.01;403.0;0.02;CyPen;5000;1.0;1.0;0.2984;S;8.06;25.900000000000002;56449.99999999999;0.3111969111969112;0.21795366795366788;0.062034739454094295;7993.0;348.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09630387038703869;493.0
396;349;2590;0.01;403.0;0.02;CyPen;5000;1.0;1.0;0.263;P;8.06;25.900000000000002;56449.99999999999;0.3111969111969112;0.21795366795366788;0.062034739454094295;7993.0;349.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11211341134113395;491.0
398;351;2415;0.01;100.0;0.02;CyPen;4710;1.0;1.0;0.4292;S;2.0;24.150000000000002;53175.899999999994;0.08281573498964803;0.2201900621118012;0.2355;7225.0;351.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11686660666066606;491.99999999999994
399;352;2415;0.01;100.0;0.02;CyPen;4710;1.0;1.0;0.4292;P;2.0;24.150000000000002;53175.899999999994;0.08281573498964803;0.2201900621118012;0.2355;7225.0;352.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11686660666066606;491.99999999999994
400;353;678;0.01;152.5;0.02;CyPen;1975;1.0;1.0;0.4099;S;3.0500000000000003;6.78;22297.75;0.4498525073746313;0.3288753687315634;0.06475409836065572;2805.5;353.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09434059405940598;501.0
401;354;678;0.01;152.5;0.02;CyPen;1975;1.0;1.0;0.2626;P;3.0500000000000003;6.78;22297.75;0.4498525073746313;0.3288753687315634;0.06475409836065572;2805.5;354.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09361728172817285;501.0
403;356;1475;0.01;100.0;0.02;CyPen;4320;1.0;1.0;0.4701;S;2.0;14.75;48772.799999999996;0.13559322033898305;0.33066305084745756;0.216;5895.0;356.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11531665166516669;496.99999999999994
404;357;1475;0.01;100.0;0.02;CyPen;4320;1.0;1.0;0.3623;P;2.0;14.75;48772.799999999996;0.13559322033898305;0.33066305084745756;0.216;5895.0;357.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11707326732673273;491.99999999999994
407;360;1500;0.01;75.0;0.04;Tol;0;;1.0;;P;3.0;15.0;0.0;0.2;0.0;0.0;1575.0;360.txt;Toluene;[1.0, 0.0, 0.0, 0.0, 0.0];0.07739441944194425;435.0
408;414;3000;0.01;150.0;0.02;EtOH;500;;1.0;;P;3.0;30.0;8565.0;0.1;0.02855;0.016666666666666666;3650.0;414.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.07377785778577861;434.0
409;415;3000;0.01;150.0;0.02;EtOH;1000;;1.0;;P;3.0;30.0;17130.0;0.1;0.0571;0.03333333333333333;4150.0;415.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.07202124212421257;433.0
410;j168;2466;0.01;200.0;0.02;MeOH;500;;1.0;0.0;P;4.0;24.66;12330.0;0.16220600162206;0.049999999999999996;0.0125;3166.0;j168.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.11500666066606646;456.0
411;j169;2466;0.01;20.0;0.2;MeOH;500;;1.0;0.0;P;4.0;24.66;12330.0;0.16220600162206;0.049999999999999996;0.0125;2986.0;j169.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.07894437443744406;458.99999999999994
412;j170;2466;0.01;200.0;0.04;MeOH;500;;1.0;0.0;P;8.0;24.66;12330.0;0.32441200324412;0.049999999999999996;0.00625;3166.0;j170.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0991971197119712;458.00000000000006
413;j171;2466;0.01;200.0;0.065;MeOH;500;;1.0;0.0;P;13.0;24.66;12330.0;0.527169505271695;0.049999999999999996;0.0038461538461538464;3166.0;j171.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.07997767776777653;458.99999999999994
414;j176;1262;0.0093;100.0;0.02;MeOH;500;;1.0;0.0;P;2.0;11.7366;12330.0;0.17040710256803504;0.10505597873319361;0.025;1862.0;j176.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.09847380738073808;458.00000000000006
415;j177;1262;0.0093;15.0;0.2;MeOH;500;;1.0;0.0;P;3.0;11.7366;12330.0;0.25561065385205256;0.10505597873319361;0.016666666666666666;1777.0;j177.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.14796903690369012;476.0
416;421;1270;0.01;100.0;0.02;CyPen;2470;1.0;1.0;0.4108;P;2.0;12.700000000000001;27886.3;0.15748031496062992;0.21957716535433067;0.1235;3840.0;421.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11583330333033315;494.00000000000006
417;422;1270;0.01;100.0;0.02;CyPen;2470;1.0;1.0;0.5046;S;2.0;12.700000000000001;27886.3;0.15748031496062992;0.21957716535433067;0.1235;3840.0;422.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1038469846984702;493.0
418;423;1270;0.01;100.0;0.02;CyPen;2470;1.0;1.0;0.3745;P;2.0;12.700000000000001;27886.3;0.15748031496062992;0.21957716535433067;0.1235;3840.0;423.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11758991899189919;491.0
419;424;1270;0.01;100.0;0.02;CyPen;2470;1.0;1.0;0.4258;S;2.0;12.700000000000001;27886.3;0.15748031496062992;0.21957716535433067;0.1235;3840.0;424.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10818685868586853;490.0
420;425;1130;0.01;100.0;0.02;CyPen;2325;1.0;1.0;0.4783;P;2.0;11.3;26249.249999999996;0.17699115044247787;0.23229424778761062;0.11625;3555.0;425.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1135600360036002;496.0
421;426;1130;0.01;100.0;0.02;CyPen;2325;1.0;1.0;0.7443;S;2.0;11.3;26249.249999999996;0.17699115044247787;0.23229424778761062;0.11625;3555.0;426.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10043708370837079;494.00000000000006
422;430;1000;0.01;110.0;0.02;MeOH;425;1.0;0.0;;P;2.2;10.0;10480.5;0.22000000000000003;0.10480500000000001;0.019318181818181818;1535.0;430.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.14444703172402606;462.7827454
423;431;1000;0.01;110.0;0.02;MeOH;425;1.0;1.0;;S;2.2;10.0;10480.5;0.22000000000000003;0.10480500000000001;0.019318181818181818;1535.0;431.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.10479895439591624;475.3937073
424;432;1000;0.01;150.0;0.02;MeOH;425;1.0;1.0;;P;3.0;10.0;10480.5;0.3;0.10480500000000001;0.014166666666666666;1575.0;432.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1058314564096694;488.5049744
425;433;1000;0.01;150.0;0.02;MeOH;425;1.0;1.0;;S;3.0;10.0;10480.5;0.3;0.10480500000000001;0.014166666666666666;1575.0;433.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1254489946709736;480.49795529999994
426;434;1000;0.01;165.0;0.02;MeOH;425;1.0;0.0;;P;3.3000000000000003;10.0;10480.5;0.33;0.10480500000000001;0.012878787878787878;1590.0;434.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1734603383104818;501.8972778
427;435;1000;0.01;165.0;0.02;MeOH;425;1.0;1.0;;S;3.3000000000000003;10.0;10480.5;0.33;0.10480500000000001;0.012878787878787878;1590.0;435.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.10861921184680146;482.4977112
